p n nt time
256 50001 100 6.817777
256 50001 100 6.817984
256 50001 100 6.818048
256 50001 100 6.818088
256 50001 100 6.818296
256 50001 100 6.818513
256 50001 100 6.818391
256 50001 100 6.818731
256 50001 100 6.818905
256 50001 100 6.819221
256 50001 100 6.819164
256 50001 100 6.819482
256 50001 100 6.819389
256 50001 100 6.819717
256 50001 100 6.819804
256 50001 100 6.819569
256 50001 100 6.819832
256 50001 100 6.819607
256 50001 100 6.819764
256 50001 100 6.820018
256 50001 100 6.819747
256 50001 100 6.819802
256 50001 100 6.819964
256 50001 100 6.819982
256 50001 100 6.819975
256 50001 100 6.820067
256 50001 100 6.820209
256 50001 100 6.820146
256 50001 100 6.820495
256 50001 100 6.820710
256 50001 100 6.820674
256 50001 100 6.820737
256 50001 100 6.820666
256 50001 100 6.820582
256 50001 100 6.820631
256 50001 100 6.820627
256 50001 100 6.820974
256 50001 100 6.820670
256 50001 100 6.820773
256 50001 100 6.820509
256 50001 100 6.820608
256 50001 100 6.820823
256 50001 100 6.821050
256 50001 100 6.820865
256 50001 100 6.821086
256 50001 100 6.820938
256 50001 100 6.821089
256 50001 100 6.820755
256 50001 100 6.820919
256 50001 100 6.820999
256 50001 100 6.820869
256 50001 100 6.820863
256 50001 100 6.821166
256 50001 100 6.821230
256 50001 100 6.821105
256 50001 100 6.821170
256 50001 100 6.821201
256 50001 100 6.821177
256 50001 100 6.821250
256 50001 100 6.821562
256 50001 100 6.821260
256 50001 100 6.821496
256 50001 100 6.821513
256 50001 100 6.821590
256 50001 100 6.821645
256 50001 100 6.821550
256 50001 100 6.821653
256 50001 100 6.821835
256 50001 100 6.822070
256 50001 100 6.822031
256 50001 100 6.821997
256 50001 100 6.822418
256 50001 100 6.822148
256 50001 100 6.822531
256 50001 100 6.822463
256 50001 100 6.822685
256 50001 100 6.822629
256 50001 100 6.822578
256 50001 100 6.822600
256 50001 100 6.822595
256 50001 100 6.822692
256 50001 100 6.822897
256 50001 100 6.822769
256 50001 100 6.822783
256 50001 100 6.822895
256 50001 100 6.823910
256 50001 100 6.824241
256 50001 100 6.824429
256 50001 100 6.825710
256 50001 100 6.825815
256 50001 100 6.826093
256 50001 100 6.826323
256 50001 100 6.826273
